car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Honda City,Honda,City,6,37000,Dealer,Petrol,Manual,17.4,1497,117.3,5,715000
Maruti Vitara,Maruti,Vitara,4,114000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
Maruti Ertiga,Maruti,Ertiga,8,61034,Dealer,Diesel,Manual,20.77,1248,88.8,7,735000
BMW X1,BMW,X1,9,69000,Dealer,Diesel,Automatic,19.62,1998,190,5,1350000
Hyundai Santro,Hyundai,Santro,13,54000,Dealer,Petrol,Manual,17.92,1086,62.1,5,235000
Maruti Swift Dzire,Maruti,Swift Dzire,3,24381,Dealer,Petrol,Automatic,18.5,1197,83.14,5,725000
Mahindra XUV500,Mahindra,XUV500,3,68000,Dealer,Diesel,Manual,16,2179,140,7,1650000
Honda Amaze,Honda,Amaze,7,92500,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
Tata Nexon,Tata,Nexon,4,41000,Dealer,Diesel,Manual,21.5,1497,108.5,5,825000
Volkswagen Polo,Volkswagen,Polo,5,820000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,695000
Volkswagen Vento,Volkswagen,Vento,6,40000,Individual,Petrol,Manual,15.04,1598,103.2,5,500000
Maruti Swift,Maruti,Swift,10,120000,Individual,Diesel,Manual,22.9,1248,74,5,250000
Hyundai i20,Hyundai,i20,6,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
Honda City,Honda,City,4,70000,Dealer,Petrol,Manual,17.4,1497,117.6,5,835000
Honda WR-V,Honda,WR-V,2,30000,Individual,Petrol,Manual,17.5,1199,88.7,5,865000
Hyundai Grand,Hyundai,Grand,6,54000,Dealer,Petrol,Manual,18.9,1197,81.86,5,365000
Toyota Fortuner,Toyota,Fortuner,4,56000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2599000
BMW 3,BMW,3,11,95000,Dealer,Diesel,Automatic,13.2,1995,170,5,1040000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,770000
Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,7,55000,Dealer,Petrol,Manual,20.85,1197,83.14,5,511000
Hyundai Creta,Hyundai,Creta,5,25286,Dealer,Petrol,Automatic,13,1591,121.3,5,1025000
Honda CR-V,Honda,CR-V,11,137000,Dealer,Petrol,Manual,10.8,2354,152,5,535000
Mahindra XUV500,Mahindra,XUV500,6,186000,Individual,Diesel,Manual,15.1,2179,140,7,1000000
Toyota Camry,Toyota,Camry,6,60000,Individual,Electric,Automatic,19.16,2494,157.7,5,2000000
Hyundai Santro,Hyundai,Santro,3,2925,Dealer,Petrol,Manual,20.3,1086,68.07,5,525000
Tata Harrier,Tata,Harrier,2,13000,Dealer,Diesel,Manual,17,1956,138.1,5,1711000
Toyota Innova,Toyota,Innova,10,213141,Dealer,Diesel,Manual,12.8,2494,102,7,775000
Ford Ecosport,Ford,Ecosport,3,16000,Dealer,Petrol,Manual,15.9,1496,120.69,5,875000
Hyundai i20,Hyundai,i20,5,8500,Dealer,Petrol,Manual,18.5,1197,80,5,540000
Hyundai Creta,Hyundai,Creta,5,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,800000
Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26,1498,98.6,5,850000
Volkswagen Polo,Volkswagen,Polo,6,38000,Dealer,Petrol,Manual,16.47,1198,74,5,475000
Honda Amaze,Honda,Amaze,6,73000,Dealer,Petrol,Manual,18,1198,86.7,5,465000
Hyundai Grand,Hyundai,Grand,5,28500,Dealer,Petrol,Manual,18.9,1197,82,5,535000
Hyundai i20,Hyundai,i20,3,114252,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
Renault KWID,Renault,KWID,5,26844,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
Skoda Rapid,Skoda,Rapid,3,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,990000
Hyundai i20,Hyundai,i20,3,29000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,895000
BMW 5,BMW,5,11,90000,Dealer,Diesel,Automatic,11.5,2993,235,5,1695000
Maruti Swift,Maruti,Swift,9,112755,Dealer,Diesel,Manual,22.9,1248,74,5,485000
Maruti Wagon R,Maruti,Wagon R,7,43932,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
Toyota Innova,Toyota,Innova,5,56000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1625000
Honda City,Honda,City,3,29000,Dealer,Petrol,Manual,17.4,1497,117.6,5,850000
Hyundai Grand,Hyundai,Grand,4,38465,Individual,Diesel,Manual,24,1186,73.97,5,500000
Toyota Yaris,Toyota,Yaris,3,25000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1050000
Mahindra Bolero,Mahindra,Bolero,6,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,550000
Hyundai Venue,Hyundai,Venue,2,14500,Dealer,Petrol,Manual,18.27,998,118.35,5,1025000
Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1375000
Mahindra Scorpio,Mahindra,Scorpio,4,37000,Dealer,Diesel,Manual,15.4,1997,120,7,1090000
Hyundai i10,Hyundai,i10,7,96000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
Maruti Wagon R,Maruti,Wagon R,5,36044,Dealer,CNG,Manual,26.6,998,58.16,5,415000
Mahindra XUV500,Mahindra,XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1550000
Toyota Fortuner,Toyota,Fortuner,8,72000,Dealer,Diesel,Manual,13,2982,168.5,7,1250000
Mahindra KUV100,Mahindra,KUV100,2,5000,Individual,Diesel,Manual,25.32,1198,77,6,700000
Ford Ecosport,Ford,Ecosport,3,28000,Dealer,Diesel,Manual,23,1498,98.96,5,811000
Maruti Swift,Maruti,Swift,9,78000,Dealer,Diesel,Manual,22.9,1248,74,5,475000
Hyundai Creta,Hyundai,Creta,6,79825,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
Ford Ecosport,Ford,Ecosport,6,70000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
Skoda Octavia,Skoda,Octavia,7,35000,Dealer,Diesel,Automatic,19.3,1968,141,5,1075000
Hyundai Verna,Hyundai,Verna,8,120000,Individual,Petrol,Manual,17.43,1396,105.5,5,390000
Maruti Ertiga,Maruti,Ertiga,6,81000,Dealer,CNG,Manual,22.8,1373,80.9,7,640000
Hyundai i20,Hyundai,i20,4,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,625000
Maruti Alto,Maruti,Alto,4,23000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
Toyota Innova,Toyota,Innova,6,51452,Dealer,Diesel,Manual,12.99,2494,100.6,8,1095000
Maruti Swift Dzire,Maruti,Swift Dzire,6,105240,Dealer,Diesel,Manual,23.4,1248,74,5,530000
Maruti Celerio,Maruti,Celerio,5,87187,Dealer,Diesel,Manual,27.62,793,47,5,399000
Skoda Superb,Skoda,Superb,12,68000,Dealer,Petrol,Automatic,12,3597,260,5,499000
Volkswagen Polo,Volkswagen,Polo,4,27000,Dealer,Petrol,Manual,16.2,1199,74,5,695000
Maruti Ertiga,Maruti,Ertiga,4,50000,Dealer,Diesel,Manual,24.2,1498,93.87,7,740000
Honda City,Honda,City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000
Datsun GO,Datsun,GO,3,35000,Individual,Petrol,Manual,19.44,1198,67,7,410000
Hyundai Grand,Hyundai,Grand,6,100000,Individual,Petrol,Manual,18.9,1197,82,5,400000
Honda WR-V,Honda,WR-V,3,20000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
Audi A4,Audi,A4,9,40000,Dealer,Diesel,Automatic,16.55,1968,140,5,1650000
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17,1497,118,5,272000
Maruti Vitara,Maruti,Vitara,4,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
Hyundai Elantra,Hyundai,Elantra,8,75000,Dealer,Petrol,Automatic,14.5,1797,147.5,5,630000
Hyundai i20,Hyundai,i20,6,76430,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
Maruti Wagon R,Maruti,Wagon R,4,28763,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000
Honda City,Honda,City,6,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,785000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,96000,Dealer,Diesel,Automatic,11,2987,198.5,5,1050000
Ford Endeavour,Ford,Endeavour,5,70000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2090000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,28594,Dealer,Petrol,Automatic,14.74,1991,184,5,2800000
Mahindra Scorpio,Mahindra,Scorpio,9,115000,Dealer,Diesel,Manual,12.05,2179,120,8,615000
Renault Duster,Renault,Duster,7,63000,Dealer,Diesel,Manual,19.01,1461,108.45,5,591000
Hyundai Santro,Hyundai,Santro,2,15000,Individual,Petrol,Automatic,20.3,1086,68,5,540000
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,1150000
Skoda Rapid,Skoda,Rapid,6,58900,Dealer,Diesel,Automatic,21.66,1498,103.52,5,715000
Renault Duster,Renault,Duster,6,59000,Dealer,Diesel,Manual,19.87,1461,83.8,5,665000
Hyundai Verna,Hyundai,Verna,3,60000,Individual,Diesel,Manual,22,1582,126.2,5,1150000
Datsun GO,Datsun,GO,3,10177,Dealer,Petrol,Manual,20.62,1198,67,7,349000
Maruti Swift Dzire,Maruti,Swift Dzire,13,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
Hyundai Grand,Hyundai,Grand,7,42000,Dealer,Petrol,Automatic,18.9,1197,82,5,460000
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Individual,Petrol,Automatic,21.21,1197,81.8,5,630000
Hyundai i10,Hyundai,i10,11,44400,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
Maruti Wagon R,Maruti,Wagon R,11,82000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
Ford Figo,Ford,Figo,11,89254,Dealer,Diesel,Manual,20,1399,68,5,285000
Honda City,Honda,City,3,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
Maruti Swift,Maruti,Swift,6,82000,Dealer,Petrol,Manual,16.1,1197,85,5,480000
Maruti Swift,Maruti,Swift,3,43089,Dealer,Diesel,Manual,28.4,1248,74,5,750000
Mahindra Bolero,Mahindra,Bolero,8,22000,Dealer,Diesel,Manual,15.96,2523,62.1,7,850000
Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1175000
Maruti Alto,Maruti,Alto,10,60000,Individual,Petrol,Manual,20.92,998,67.1,5,225000
Hyundai Creta,Hyundai,Creta,5,64000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
Skoda Rapid,Skoda,Rapid,6,132000,Individual,Diesel,Manual,21.14,1498,103.6,5,450000
Honda City,Honda,City,7,63000,Individual,Diesel,Manual,26,1498,98.6,5,600000
Hyundai Creta,Hyundai,Creta,5,105000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Manual,23.01,999,67,5,410000
Hyundai Creta,Hyundai,Creta,6,84918,Dealer,Diesel,Automatic,17.01,1582,126.2,5,917000
Honda City,Honda,City,11,78000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,475000
Maruti Wagon R,Maruti,Wagon R,5,65000,Individual,CNG,Manual,26.6,998,58.16,5,315000
BMW 3,BMW,3,7,89000,Dealer,Diesel,Automatic,18.88,1995,184,5,2150000
Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Manual,13.68,2393,147.8,8,1550000
Maruti Ciaz,Maruti,Ciaz,5,49184,Dealer,Diesel,Manual,26.82,1498,93.87,5,740000
Maruti Swift Dzire,Maruti,Swift Dzire,4,79315,Individual,Diesel,Manual,28.4,1248,74.02,5,720000
Toyota Innova,Toyota,Innova,8,148712,Dealer,Diesel,Manual,12.99,2494,100.6,7,1175000
Tata Tiago,Tata,Tiago,5,13552,Dealer,Petrol,Manual,23.84,1199,84,5,450000
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
Tata Safari,Tata,Safari,8,110000,Individual,Diesel,Manual,14,2179,138.1,7,400000
Ford Figo,Ford,Figo,10,150000,Individual,Diesel,Manual,20,1399,68,5,250000
Maruti Wagon R,Maruti,Wagon R,4,30000,Individual,CNG,Manual,33.54,998,67.04,5,450000
Hyundai i20,Hyundai,i20,5,17000,Individual,Petrol,Manual,17.19,1197,81.86,5,720000
Toyota Innova,Toyota,Innova,11,106868,Dealer,Diesel,Manual,12.8,2494,102,8,575000
Hyundai Grand,Hyundai,Grand,7,20587,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
Maruti Wagon R,Maruti,Wagon R,8,17568,Dealer,Petrol,Manual,18.9,998,67.1,5,389000
Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17,1198,108.5,5,600000
Maruti Celerio,Maruti,Celerio,6,64000,Dealer,Diesel,Manual,27.62,793,47,5,350000
Datsun RediGO,Datsun,RediGO,4,30000,Individual,Petrol,Manual,22.7,799,53,5,200000
Mahindra XUV500,Mahindra,XUV500,3,31324,Dealer,Diesel,Manual,16,2179,140,7,1685000
Mahindra Thar,Mahindra,Thar,5,49000,Dealer,Diesel,Manual,16.55,2498,105,7,750000
Maruti Alto,Maruti,Alto,9,57000,Individual,Petrol,Manual,19.7,796,46.3,5,180000
Maruti Baleno,Maruti,Baleno,3,36790,Dealer,Petrol,Manual,21.4,1197,83.1,5,660000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,27000,Individual,Diesel,Automatic,13.5,2987,254.79,5,5500000
Land Rover Rover,Land Rover,Rover,5,128000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,2675000
Ford Figo,Ford,Figo,7,69800,Individual,Petrol,Manual,15.6,1196,70.02,5,380000
Renault KWID,Renault,KWID,4,35017,Dealer,Petrol,Automatic,24.04,999,67,5,385000
Hyundai i20,Hyundai,i20,3,46432,Dealer,Diesel,Manual,21.9,1396,88.76,5,765000
Renault KWID,Renault,KWID,2,25000,Individual,Petrol,Manual,23.01,999,67,5,335000
Hyundai i20,Hyundai,i20,10,52846,Dealer,Petrol,Manual,17,1197,80,5,385000
Toyota Innova,Toyota,Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1649000
Mahindra Bolero,Mahindra,Bolero,6,145000,Individual,Diesel,Manual,15.96,2523,62.1,7,499000
Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140,7,775000
Volkswagen Polo,Volkswagen,Polo,9,55000,Dealer,Diesel,Manual,22.07,1199,73.9,5,240000
Hyundai Grand,Hyundai,Grand,4,46758,Dealer,Petrol,Automatic,18.9,1197,82,5,500000
Maruti Eeco,Maruti,Eeco,11,106000,Dealer,CNG,Manual,20.88,1196,61.7,5,230000
Honda Jazz,Honda,Jazz,4,20282,Dealer,Petrol,Automatic,19,1199,88.7,5,775000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,63000,Dealer,Petrol,Automatic,11.74,1796,186,5,1275000
Honda Jazz,Honda,Jazz,5,39000,Dealer,Petrol,Manual,18.7,1199,88.7,5,545000
Skoda Rapid,Skoda,Rapid,8,34000,Dealer,Petrol,Manual,15,1598,103.5,5,405000
Maruti Swift Dzire,Maruti,Swift Dzire,4,52000,Dealer,Petrol,Manual,20.85,1197,83.14,5,690000
Maruti Swift Dzire,Maruti,Swift Dzire,3,17000,Dealer,Petrol,Manual,22,1197,81.8,5,715000
Maruti Swift Dzire,Maruti,Swift Dzire,7,210000,Individual,Diesel,Manual,23.4,1248,74,5,350000
Hyundai i20,Hyundai,i20,5,61000,Dealer,Petrol,Manual,18.6,1197,81.83,5,635000
Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,505000
Hyundai i20,Hyundai,i20,6,74000,Dealer,Diesel,Manual,22.54,1396,88.73,5,555000
Honda City,Honda,City,4,23000,Individual,Diesel,Manual,26,1498,98.6,5,875000
Volkswagen Polo,Volkswagen,Polo,7,40000,Individual,Diesel,Manual,20.14,1498,88.8,5,600000
Toyota Innova,Toyota,Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8,2050000
Kia Seltos,Kia,Seltos,2,20999,Dealer,Petrol,Manual,16.1,1353,138,5,1840000
Hyundai i20,Hyundai,i20,11,120000,Individual,Petrol,Manual,18.5,1197,80,5,200000
Honda City,Honda,City,6,47000,Dealer,Petrol,Automatic,18,1497,117.3,5,775000
Maruti Wagon R,Maruti,Wagon R,6,45243,Dealer,Petrol,Manual,18.9,998,67.1,5,445000
Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000
Maruti Swift,Maruti,Swift,4,51234,Dealer,Petrol,Manual,20.4,1197,81.8,5,445000
Hyundai Creta,Hyundai,Creta,3,98000,Individual,Diesel,Manual,22.1,1396,88.7,5,950000
Mahindra Scorpio,Mahindra,Scorpio,5,120000,Individual,Diesel,Manual,15.4,2523,75,9,825000
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Dealer,Diesel,Manual,15.4,2523,75,7,700000
Tata Tiago,Tata,Tiago,3,49500,Individual,Petrol,Manual,23.84,1199,84,5,525000
Toyota Fortuner,Toyota,Fortuner,10,120000,Individual,Diesel,Manual,11.5,2982,171,7,850000
Honda Jazz,Honda,Jazz,5,50000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,12,67000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1100000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,275000
Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74,5,550000
Honda City,Honda,City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5,1165000
Maruti Swift Dzire,Maruti,Swift Dzire,6,88562,Dealer,Diesel,Manual,23.4,1248,74,5,520000
Maruti Ertiga,Maruti,Ertiga,8,55000,Dealer,Diesel,Manual,20.77,1248,88.8,7,650000
Hyundai Grand,Hyundai,Grand,3,38000,Dealer,Petrol,Manual,18.9,1197,81.86,5,595000
Ford Ecosport,Ford,Ecosport,4,108000,Individual,Diesel,Manual,23,1498,98.96,5,900000
Ford Ecosport,Ford,Ecosport,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,600000
Volkswagen Vento,Volkswagen,Vento,3,16000,Dealer,Petrol,Manual,16.09,1598,103.5,5,760000
Hyundai Grand,Hyundai,Grand,4,21000,Dealer,Diesel,Manual,24,1186,73.97,5,610000
Maruti Swift,Maruti,Swift,6,21000,Dealer,Petrol,Manual,21.21,1197,81.8,5,499000
Hyundai i20,Hyundai,i20,7,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,530000
Maruti Swift,Maruti,Swift,4,60000,Dealer,Petrol,Manual,22,1197,81.8,5,480000
Honda Jazz,Honda,Jazz,6,64000,Individual,Petrol,Automatic,19,1199,88.7,5,551000
Honda City,Honda,City,6,51235,Dealer,Petrol,Automatic,18,1497,117.3,5,648000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,30000,Dealer,Petrol,Manual,12.3,1796,185,5,1350000
Maruti Swift,Maruti,Swift,8,101271,Individual,Diesel,Manual,22.9,1248,74,5,480000
Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74,5,460000
Maruti Swift,Maruti,Swift,6,72030,Dealer,Petrol,Manual,22,1197,81.8,5,525000
Hyundai Verna,Hyundai,Verna,8,66000,Dealer,Petrol,Automatic,15.74,1591,121.3,5,560000
Hyundai i20,Hyundai,i20,4,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,760000
Maruti Swift Dzire,Maruti,Swift Dzire,4,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
Maruti Swift,Maruti,Swift,4,49649,Dealer,Diesel,Manual,25.2,1248,74,5,645000
Maruti Ertiga,Maruti,Ertiga,1,5000,Individual,Petrol,Automatic,17.99,1462,103.26,7,900000
Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74,5,355000
Honda Jazz,Honda,Jazz,5,103000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
Renault Triber,Renault,Triber,2,35000,Individual,Petrol,Manual,20,999,72,7,550000
Hyundai i20,Hyundai,i20,6,53000,Dealer,Petrol,Manual,18.6,1197,81.83,5,599000
Toyota Innova,Toyota,Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100,8,1150000
Maruti Ciaz,Maruti,Ciaz,5,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,650000
BMW 5,BMW,5,3,30660,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5595000
Hyundai Verna,Hyundai,Verna,2,27000,Individual,Petrol,Manual,19.1,1368,98.6,5,950000
Renault KWID,Renault,KWID,4,13800,Individual,Petrol,Manual,23.01,999,67,5,360000
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,370000
Maruti Wagon R,Maruti,Wagon R,5,72000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
Honda WR-V,Honda,WR-V,3,58000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
Hyundai i10,Hyundai,i10,10,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
Honda Amaze,Honda,Amaze,2,32000,Individual,Diesel,Manual,27.4,1498,98.63,5,850000
Hyundai Verna,Hyundai,Verna,2,9100,Dealer,Diesel,Manual,22,1582,126.2,5,1325000
BMW 5,BMW,5,3,65000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3950000
Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20,1399,68,5,195000
Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1500000
Renault KWID,Renault,KWID,5,24668,Dealer,Petrol,Automatic,24.04,999,67,5,345000
Hyundai i20,Hyundai,i20,4,17335,Dealer,Diesel,Manual,21.19,1396,88.73,5,820000
Maruti Swift,Maruti,Swift,5,43000,Dealer,Petrol,Manual,22,1197,81.8,5,589000
Maruti Wagon R,Maruti,Wagon R,5,29989,Dealer,Petrol,Manual,21.79,998,67.05,5,445000
Hyundai Grand,Hyundai,Grand,5,19000,Dealer,Petrol,Manual,18.9,1197,82,5,535000
Tata Safari,Tata,Safari,7,119000,Dealer,Diesel,Manual,14,2179,138.1,7,690000
Honda City,Honda,City,6,50000,Individual,Diesel,Manual,26,1498,98.6,5,750000
Maruti Alto,Maruti,Alto,6,77000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
Hyundai Grand,Hyundai,Grand,7,59571,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
Maruti Ertiga,Maruti,Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,655000
BMW X1,BMW,X1,8,69000,Dealer,Diesel,Automatic,19.62,1998,192,5,1575000
Ford Figo,Ford,Figo,10,71000,Dealer,Diesel,Manual,25.83,1498,99,5,240000
Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,555000
Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,Diesel,Manual,26.59,1248,74,5,475000
Hyundai Grand,Hyundai,Grand,4,40000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,549000
Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Automatic,20.3,1086,68,5,558000
Volkswagen Polo,Volkswagen,Polo,6,81544,Dealer,Petrol,Automatic,17.21,1197,103.6,5,685000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,21000,Dealer,Diesel,Automatic,15,2143,204,5,2675000
Hyundai Tucson,Hyundai,Tucson,5,119775,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1690000
Maruti Celerio,Maruti,Celerio,5,12000,Dealer,Petrol,Automatic,23.1,998,67.04,5,475000
Mahindra XUV500,Mahindra,XUV500,4,46000,Individual,Diesel,Manual,16,2179,140,7,1100000
Skoda Superb,Skoda,Superb,11,70000,Individual,Petrol,Automatic,13.7,1798,157.75,5,330000
Hyundai i10,Hyundai,i10,9,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,375000
Maruti Wagon R,Maruti,Wagon R,11,45000,Dealer,Petrol,Manual,18.9,1061,67,5,190000
Maruti Vitara,Maruti,Vitara,2,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
Hyundai i20,Hyundai,i20,6,66032,Dealer,Petrol,Manual,17,1197,80,5,550000
Volkswagen Polo,Volkswagen,Polo,8,55000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,660000
Hyundai i20,Hyundai,i20,8,20000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
Maruti Wagon R,Maruti,Wagon R,5,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
Maruti Vitara,Maruti,Vitara,4,13600,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Maruti Alto,Maruti,Alto,5,45222,Dealer,CNG,Manual,30.46,796,47.3,5,299000
Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Diesel,Manual,21.14,1498,103.6,5,535000
Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,990000
Toyota Innova,Toyota,Innova,11,123000,Dealer,Diesel,Manual,12.8,2494,102,7,399000
Maruti Swift,Maruti,Swift,7,103000,Individual,Diesel,Manual,25.2,1248,74,5,500000
Maruti Swift,Maruti,Swift,6,102506,Dealer,Diesel,Manual,25.2,1248,74,5,520000
Maruti Ertiga,Maruti,Ertiga,4,45253,Dealer,CNG,Manual,26.8,1462,103,7,775000
Volkswagen Polo,Volkswagen,Polo,6,26678,Dealer,Petrol,Automatic,17.21,1197,103.6,5,625000
Hyundai Verna,Hyundai,Verna,2,8000,Dealer,Petrol,Automatic,17,1591,121.3,5,1250000
Maruti Ertiga,Maruti,Ertiga,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,360000
Maruti Wagon R,Maruti,Wagon R,9,40000,Individual,Petrol,Manual,18.9,998,67.1,5,350000
Hyundai i20,Hyundai,i20,7,35144,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
Ford Ecosport,Ford,Ecosport,7,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,735000
Honda Jazz,Honda,Jazz,3,4740,Dealer,Petrol,Manual,18.7,1199,88.7,5,625000
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
Mahindra XUV500,Mahindra,XUV500,8,113143,Dealer,Diesel,Manual,15.1,2179,140,7,649000
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,690000
Porsche Cayenne,Porsche,Cayenne,7,60000,Dealer,Diesel,Automatic,14.28,4134,385,5,3900000
Mahindra Scorpio,Mahindra,Scorpio,7,51400,Dealer,Diesel,Manual,15.4,1997,120,7,895000
Honda City,Honda,City,6,88102,Dealer,Diesel,Manual,26,1498,98.6,5,625000
Maruti Wagon R,Maruti,Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.04,5,321000
